ticker,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,trading_days,company_name,sector
AAPL,0.384011105810768,0.19863908686260423,0.2841162325726592,0.6287535395110503,-0.33360522080703603,452,Apple Inc.,Technology
AMZN,0.7849537992790769,0.3812987158930423,0.30761266253091046,1.1745248486210713,-0.3087663843187602,452,Amazon.com Inc.,Consumer Cyclical
GOOGL,0.6598093104727678,0.32643909312027075,0.29330786281846194,1.0447694452362368,-0.2980586991028073,452,Alphabet Inc.,Technology
META,1.546431680760998,0.6838991854437639,0.3751884339901122,1.7695086663072894,-0.34150816765566205,452,Meta Platforms Inc.,Technology
MSFT,0.5663653489643468,0.28427254012793957,0.2265294462245647,1.1666145153860443,-0.2372664447752533,452,Microsoft Corporation,Technology
